start_timestamp,end_timestamp,text
00:44:56,00:44:58, yeah okay so remember seven.
00:45:04,00:45:06, yeah if this is the case.
00:45:07,00:45:12, Then the area for this particular program is.
00:45:14,00:45:17, 5.71 percentage.
00:45:21,00:45:41," Okay, so you're you're basically looking at a scenario where using the Z table standardization formula we are trying to assess the area under the curve and what we're saying is gmat score is normally distributed That means it will be similar to yours see."
00:45:43,00:45:53," That the assumption right data is distributed normally means it is just like shape of the curve is just like see it may not be exactly the same, but we're saying it as similar."
00:45:54,00:46:04," Given this case, if I have to find out this area, then I tried to map that same value on Z and then i'll calculate this and that is nothing but you are."
00:46:10,00:46:10, clear to everyone.
00:46:19,00:46:20, Any questions.
00:46:32,00:46:32, Now.
00:46:33,00:46:34, yeah no go ahead.
00:46:35,00:46:36, Of.
00:46:38,00:46:44," The curve is the constant function, no, no, no."
00:46:45,00:46:45, No.
00:46:46,00:46:47, Come again.
00:46:48,00:46:48, Hello.
00:46:50,00:46:51, Hello.
00:46:52,00:46:52, I can hear you.
00:46:53,00:46:53,repeat.
00:46:58,00:46:58, Yes.
00:46:59,00:47:04," Sir, I just said, you know you got a question of this curve is the cost function like."
00:47:07,00:47:16, So one thing I would like you said before that the one thing I would like to know the significance of negative geez energy value.
00:47:16,00:47:27, Or the positive value So can I interpret the the general things because somewhere in the G value is summer i'll get the positivity value and summer i'll get the negatives so.
00:47:27,00:47:31, there's nothing specific to interpret this is zero.
00:47:32,00:47:34, ne ne zero.
00:47:35,00:47:39, The values are spread across the sea table.
00:47:39,00:47:53," Because i've actually or how can I say that, as you said, there is a lefty skew the data that the concentration of data is you know concentrated towards the right side it's left to school, yes, because the."
00:47:53,00:47:55, mean as influential.
00:47:55,00:47:57, Know loads loads and loads of things.
00:47:58,00:48:01," Yes, but, but I see that."
00:48:02,00:48:09," The Z de mar data is not normal did I say that, or what was the discussion that we were having."
00:48:11,00:48:13," dinner, assuming that decision."
00:48:14,00:48:15, Okay.
00:48:16,00:48:22," So, if it is normal, we don't consider this kunis and all that we are assuming that everything is like a bell shaped curve."
00:48:24,00:48:25," Okay, practically."
00:48:27,00:48:27, Practically.
00:48:29,00:48:34, Even though G matt is showing a little kunis like this.
00:48:35,00:48:40, But when we try to look at or when you try to compare jima data with.
00:48:42,00:48:43, Standard Z value.
00:48:45,00:48:50, Then we find that the line is straight on the normal qq plot.
00:48:51,00:48:51, Normal keep.
00:48:51,00:48:58," The data scattered in a straight line that means we are assuming it may not be perfectly straight, but overall pattern is a street and."
00:48:59,00:49:02, That means the data is normal.
00:49:04,00:49:08, This thing can be applied the logic that we are doing here right.
00:49:09,00:49:17," we've been very basically we're taking X, then we are trying to calculate the Z, then we are trying to calculate probability using Z table."
00:49:20,00:49:27," All this will be valued only when this is normally distributed, only then I can compare it with see right."
00:49:30,00:49:30, or.
00:49:30,00:49:35," If it is not normal and there is no point I do the comparison, because obviously this is not normally to skew."
00:49:36,00:49:38, Whereas Z will have a perfect will ship.
00:49:40,00:49:40, Right.
00:49:41,00:49:42, Thank Thank you.
00:49:46,00:49:49, So we are assuming that data is not but.
00:49:50,00:49:51, Only then we are doing all this.
00:49:54,00:49:54, Now.
00:49:57,00:50:00, I want also to give scholarships.
00:50:02,00:50:09, right as a being if I have to strategize something for admissions I also want to give some offers.
00:50:10,00:50:22, But these offers i'll give to only good performing students because eventually they are going to get into good jobs and they're going to get name to the institution to the university.
00:50:24,00:50:29," So we are we're trying to run offered scholarships, based on the performance."
00:50:31,00:50:31, Okay.
00:50:37,00:50:37, Another question.
00:50:38,00:50:47, Can we consider like person tied in this case of scholarship like 90 percentile students who scored on 90 percentile or something like that.
00:50:48,00:50:49," Yes, yes, yes, that is what we are doing."
00:50:50,00:50:50, OK OK.
00:50:51,00:50:52, So Vanessa six at.
00:50:53,00:50:56, It is actually a point that point is percent.
00:50:57,00:50:59, below that you have 15% page.
00:51:00,00:51:01," OK OK OK, so at."
00:51:01,00:51:04, This point becomes 15%.
00:51:05,00:51:05," Okay, so."
00:51:06,00:51:11," same day, I also want to give scholarship."
00:51:11,00:51:13, only to those students who have secured very good.
00:51:15,00:51:16, Right.
00:51:17,00:51:18, So how about.
00:51:19,00:51:22, coming to a conclusion on what value should.
00:51:23,00:51:26, Here we use succeed on the left side.
00:51:27,00:51:28, But on the right side.
00:51:31,00:51:32, Maybe i'll say.
00:51:36,00:51:39, The maximum Marcus 780.
00:51:40,00:51:40, So i'll give.
00:51:44,00:51:46, scholarship to let's save.
00:51:48,00:51:49, Seven 770.
00:51:54,00:52:00, i'm going to tell that all the students will get scholarship if their score greater than 70.
00:52:03,00:52:17," Now, if I declare this, then how many students are going to fall in that section, because all for all of them, I have to give the scholars, will this be a good idea to randomly just declare the scholarship based on them."
00:52:19,00:52:22," Again, because if it isn't easy exam."
00:52:24,00:52:26, lot of students will fall in this area.
00:52:30,00:52:30, Linden.
00:52:34,00:52:40, If this is the GIs then obviously i'm going to go into losses because free educational scholarship right.
00:52:42,00:52:44, If you're declining scholarship then a lot of people are getting into.
00:52:46,00:52:47, This bracket.
00:52:49,00:52:55," isn't it so in this kind of scenario, maybe I want to reduce this reach to a smaller value."
00:52:57,00:53:00," Right So how do we deal with this, can you tell me."
00:53:05,00:53:06, Can you tell me.
00:53:07,00:53:08, What is the.
00:53:08,00:53:13, percentage of students who have actually got marks greater than 70.
00:53:14,00:53:15, yeah.
00:53:45,00:53:50," So for that we need to know, like the data right like the number of students who got what do they call."
00:53:52,00:53:55, About 770 and on by the total number of students.
00:53:56,00:53:57, Did you get the.
00:53:59,00:54:02, same number of students who got say the much less than 630.
00:54:03,00:54:04, OK OK OK so i'm going.
00:54:05,00:54:06, To do the calculation.
00:54:06,00:54:07," Yes, yes, Sir, yes."
00:54:38,00:54:41," So, so the Z value is 2.03."
00:54:42,00:54:43, So.
00:54:44,00:54:48, We need to check for like the percentage of 2.03 for the Z value.
00:54:49,00:54:51, yeah you're absolutely right we'll open it open it.
00:54:51,00:54:52, Okay okay.
00:54:53,00:54:54,yeah whatever and others.
00:54:56,00:55:00," Okay, good Okay, the bus responded."
00:55:13,00:55:14, said I got my answer is.
00:55:14,00:55:33,97.8890407 72.38%.
00:55:35,00:55:37, Less than 2% will be people that she.
00:55:38,00:55:40," Very good, yes."
00:55:42,00:55:46, see what we're trying to understand here is greater than service.
00:55:47,00:55:52, So if I have been shaped curve and saying this is 770.
00:55:53,00:56:07," So when you use the seat table always remembers the table does the calculations, so this is lower limit then upper limit and then function of X dx so always it takes the."
00:56:08,00:56:20," left side Bush and oversight for doing the calculations very so try say seven seven D, it is assuming that from here, everything."
00:56:22,00:56:29," read all this data, and when you refer to the table you're getting somewhere around 98% down to the ground, it off."
00:56:31,00:56:35, But i'm not interested in the Left set portion interested in greater than.
00:56:36,00:56:39, data and so that means we're interested in this portion.
00:56:40,00:56:45, The end of the total curve is 100% right.
00:56:47,00:56:52, So we are taking only 2% by removing that 98% of the data.
00:56:57,00:56:58, Good.
00:57:00,00:57:01, Is it clear.
00:57:01,00:57:02,Yes.
00:57:05,00:57:10, So the table is actually referring to the left side portion of Z.
00:57:12,00:57:14, cumulative portion.
00:57:19,00:57:27, So the new look at that we are getting 98.2% 98% if I convert that it is to push.
00:57:30,00:57:36," It off right and shaded push right, I should say area of the curve, where you have red colored lights."
00:57:41,00:57:42," So that means, if I can."
00:57:43,00:57:44, Have a budget.
00:57:46,00:57:49, Then I can decide what will be the cutoff values.
00:57:51,00:57:58," Right in order to get the area and the local and area under the curve, is nothing but your probability or portion."
00:58:03,00:58:06, So this is how Z table is used for to indicate.
00:58:10,00:58:15," Okay, but always remember it is only looking at left side portion of this."
00:58:17,00:58:18,Okay.
00:58:28,00:58:29, Okay now.
00:58:42,00:58:44, Using the standard ization for.
00:58:47,00:59:04," Using this standardization for law to map the X values to see when US and because these standard the calculations are already done for this table using this as a reference, we are trying to evaluate the values for the kind of it."
00:59:07,00:59:13," Okay, these are the conditions that we talked minus 1.06 it is 14% if I have to want."
00:59:16,00:59:26," It and these calculations, if I have higher value than we say greater than value and that's I think what one minus the left side portion gives you the right side push."
00:59:29,00:59:42," But all this is possible only when your data is normally distributed if data is not normal all this doesn't make any sense, so if data is not normal What should we do, or what we do."
00:59:45,00:59:48, yeah if data is not normal.
00:59:50,00:59:51, What we do.
00:59:58,00:59:59, We discuss this long time.
01:00:02,01:00:06, If data is polled that form to be non normal.
01:00:07,01:00:09, Always normalize the data right.
01:00:11,01:00:13, But what is the process called last.
01:00:13,01:00:15, normalization or.
01:00:15,01:00:17, Standardization standardization is continuous.
01:00:19,01:00:21, it's not normalization of standardization.
01:00:22,01:00:24," As one solution, I think."
01:00:24,01:00:26, i'm summations very.
01:00:26,01:00:29," Good, the answer is transformations."
01:00:31,01:00:33, We transform.
01:00:35,01:00:47, The Non non data to novelty once we get the transform data we do the calculations get the results transform it back to those you know scale and then evaluate or interpret the results.
01:00:49,01:00:56," yeah right, so this is normal qq plot strategy without normality, we cannot proceed for."
01:01:00,01:01:11," Okay, so next is very important point we'll discuss that in a moment we'll take shortcuts yeah this time i'll give you more brains, but shorter duration."
01:01:12,01:01:20, So in my watch it's 373 to five minutes break come back with me okay.
01:01:23,01:01:23, yeah.
01:01:34,01:01:34, Everyone.
01:01:41,01:01:46," Alright, so we just discussed on how we do calculation."
01:01:48,01:01:50, To get area under the curve.
01:01:53,01:01:56, This is nothing but the probability.
01:01:58,01:02:02, Now this probability calculations are useful for doing for addiction.
01:02:04,01:02:04, As you can see.
01:02:07,01:02:09, If you have do you mad scores.
01:02:10,01:02:16," Then, what is the chance that the student that I had randomly pick is having."
01:02:18,01:02:32," marks greater than let's say seven but less than 700 right, so this way we can try to use this area logic to calculate probability or prediction."
01:02:35,01:02:41," And this this concept is basically applied for value, which is continuous in nature."
01:02:43,01:02:45," And in order to do this calculation, we look at."
01:02:47,01:03:04," It we are looking at the normal distribution properties why because the value is continues, and if it has continued as it has to be normally distributed, if not we convert that to become not but and once we have normally distributed data in we compare it with Z."
01:03:06,01:03:10, And nz we basically use the table.
01:03:12,01:03:19, we're using the table in order to calculate the area under the curve and if I know the potion.
01:03:21,01:03:28," With respect to the corresponding ziva you have X, then the area under the curve will remain say."
01:03:30,01:03:32, irrevocable remains.
01:03:33,01:03:41, So this this Z table is Alice to actually calculate the probability or area for your random variable X.
01:03:43,01:03:46, So that's normal qq plot for us.
01:03:50,01:03:50, Now.
01:03:51,01:03:57," This is with respect to you need a good analysis Okay, when you have a single variable we tend to do this."
01:03:59,01:04:03, But let's say you have multiple variables and all those those cases are coming.
01:04:05,01:04:10," Okay, and what we're basically saying is when we are trying to do the prediction."
01:04:13,01:04:26," Trying to do the prediction will always work with sample data, this is your inferential statistics concept will never get population data, the 773 students that we work with."
01:04:28,01:04:28, Right.
01:04:30,01:04:34," This is also a sample, this is not population."
01:04:35,01:04:35,Okay.
01:04:37,01:04:38, Now let us assume.
01:04:40,01:04:41, I give you.
01:04:44,01:04:51, Data let's say this is my data okay 123456.
01:04:53,01:04:53, A day.
01:04:56,01:04:56, Okay.
01:04:59,01:05:05," When we talk about die, it has six possible outcomes, this has made our number 36 possible."
01:05:07,01:05:07, Okay.
01:05:10,01:05:12, If you basically let's say.
01:05:13,01:05:14, Roll the dice.
01:05:17,01:05:18," Four times, or three times."
01:05:20,01:05:22, Roll that particular day three types.
01:05:23,01:05:29, Right let's see which now has done the ruling of this day three days.
01:05:31,01:05:47," Okay, so this is my sample one randomly you might get one result for each direct and bedroom so give me some three random numbers out of the six assume that you're rolling the dice you got three results right so from that perspective."
01:05:47,01:05:54, Three five and 635613 times.
01:05:56,01:06:01," So you're basically having the results as three, five and one now let's say no, you don't."
01:06:02,01:06:03,notice.
01:06:04,01:06:09," repeating this exercise, you are you're also randomly repeating right, so what might you get."
01:06:13,01:06:14, Give me three numbers.
01:06:19,01:06:20, And it's all good.
01:06:22,01:06:22, yeah.
01:06:22,01:06:26, Next manali couple you might want to get your own.
01:06:27,01:06:30, Yemen your your experiment results.
01:06:31,01:06:33, yeah see see for you guys.
01:06:34,01:06:37," Okay, want to give the same results okay."
01:06:40,01:06:41, it's for.
01:06:43,01:06:44, yeah probably you might want to give them.
01:06:50,01:06:53, A six four and three okay.
01:06:53,01:06:57, 643 random guys don't give it too much of thought.
01:06:57,01:06:58,it's just random output.
01:07:01,01:07:13, yeah so sampling five samples except they cannot so everyone asked me one so just bear with me on that so let's see we have 100 people and i've asked all the hundred people to do this experiment.
01:07:15,01:07:24," For all the hundred people, we will get random visits right, it may baby, or it may be same also lights you don't know."
01:07:26,01:07:31," Each of this role, I experiment is a sample."
01:07:33,01:07:33, Right.
01:07:35,01:07:37," Now, on this sample."
01:07:38,01:07:39, We will be doing the calibration.
01:07:40,01:07:46," Okay, now, what is the average of this."
01:07:52,01:07:54, Have it will be three right.
01:07:58,01:08:00, What is the average of this.
01:08:03,01:08:07, 11 by three probably it is 3.6.
01:08:09,01:08:11, This one again three this one.
01:08:13,01:08:16, That team point 3014 four point.
01:08:18,01:08:20, So on so forth i'm getting different results.
01:08:22,01:08:25, What is the average of this actual population data.
01:08:31,01:08:33, yeah what is the other job.
01:08:39,01:08:41," All right, to bring something."
01:08:42,01:08:52, Different something like 3.5 3.5 average of 123456 is middle value 2.5.
01:08:55,01:09:03, So what i'm trying to explain here is when we do inferential statistics when we're trying to do inferential statistics.
01:09:06,01:09:14," We always work with sample data only but that sample data, maybe."
01:09:16,01:09:20, Your sample data itself might vary.
01:09:21,01:09:28, If you're on the line data various the statistics that you are going to get will also very.
01:09:29,01:09:29, Good.
01:09:35,01:09:36, isn't it.
01:09:42,01:09:47, Then among all these different samples that I have has 100 samples.
01:09:50,01:09:58, Out of all the samples who sample should I choose because I don't know this and i'm trying to calculate it from a business perspective.
01:10:00,01:10:01," Right so, for example."
01:10:04,01:10:12, I want to identify a standard example I want to identify it employee's salary I love this exam.
01:10:15,01:10:23, All the IP employees salary is what I want to identify let's say in India will will limit limit to India.
01:10:25,01:10:31, This is your population return you're interested in finding population parameters.
01:10:33,01:10:36," But, will you get all the employees D is will that be possible."
01:10:41,01:10:43, If I asked me people to do this.
01:10:46,01:10:47, What will you do.
01:10:49,01:10:52, You probably probably try to write conduct this way.
01:10:54,01:10:55, and gather data.
01:10:57,01:10:59, Because you're not have got a right readily available date.
01:11:01,01:11:03, And nobody directly discloses the salary.
01:11:05,01:11:09," So trying to ask some people, and some people may respond some people may not respond."
01:11:10,01:11:10, Okay.
01:11:13,01:11:14, So gather data.
01:11:15,01:11:16," Now, do you think."
01:11:19,01:11:25, The surveys right the data that let's say de Monte is going to get.
01:11:27,01:11:34, will be the same data that everybody will also get God Murray manali in the report now everybody.
01:11:35,01:11:36, i'd be getting the same data.
01:11:41,01:11:47, Know Dave is doing his own survey he's trying to reach out to his network people right.
01:11:50,01:11:59," Maybe his close associates close friends immediate family members so on so forth we're working in it department, there was going to get information from those people."
01:12:02,01:12:17," hey Similarly, if I talk about let's say permission permissions going to get the same information from this net rockstar is going to get the data from right that that particular network that that she is associated."
01:12:19,01:12:19, Right.
01:12:21,01:12:21, But.
01:12:23,01:12:25, Everybody is going to talk about.
01:12:26,01:12:27, Population parameter.
01:12:30,01:12:37, Linda they're trying to represent inferential statistics means that only right take statistics and then estimated to population.
01:12:39,01:12:42," Now among all your calculations, whose calculation, should I choose."
01:12:44,01:12:48, is no current Dave carrot carrot carrot who's correct.
01:12:52,01:12:54," Everybody is correct, because the logic that knowing is correct."
01:12:55,01:13:00, But because the underlying logic underlying data is changing.
01:13:01,01:13:17," The results are also going to change, so you cannot you cannot basically consider different different results for population parameter the parameters here is always fixed I mean one result or a parameter should be one reason."
01:13:19,01:13:22, But that's not gonna happen because samples are changing.
01:13:30,01:13:42," So, if this is the problem when we are trying to deal with inferential statistics and this problem is called as sampling variations or sample variation."
01:13:44,01:13:45, If this is your population.
01:13:47,01:13:50, As you perform and is assume this is your population.
01:13:51,01:13:54, Whenever we say population we're assuming that we don't know that.
01:13:55,01:14:08," But on this population, I have to calculate view and then for these numbers, the population is 33 because I know the data, you can also do the calculation, the right values will be at the to."
01:14:10,01:14:13, know in order to calculate the population.
01:14:15,01:14:24," If I don't know the population, then we will go first sample data assuming sample sizes to collect the data and then these are all the possible samples that I have."
01:14:28,01:14:36, Not depleting if it has to be known to pretend that these are the samples that I have on each of the samples has equal probability.
01:14:41,01:14:43, you're losing unbiased techniques right.
01:14:45,01:14:49, So each of the sample will have equal opportunity to get select.
01:14:50,01:14:51, Okay.
01:14:53,01:15:01, You may end up getting sample one or you may end up getting sample for our sample file or any time.
01:15:02,01:15:15," So if I have all these multiple samples, we may end up going into any of these samples, and for those respective samples the status thing that you are telecommuting he's giving us different different results."
01:15:17,01:15:20," Now, if I don't know population i'll consider it all correct."
01:15:22,01:15:27, But is the mean if I do reverse engineering is this mean 29 equal to 33.
01:15:29,01:15:29, No.
01:15:32,01:15:35, Right or 37 if you say that is also not equal to 33.
01:15:37,01:15:43, So the sample that you are going to work with may or may not give you the exact population.
01:15:46,01:15:47, Okay.
01:15:51,01:15:56, So to deal with this problem we have something called less central limit theorem.
01:15:58,01:16:00, keep us in the next slide we'll talk about that.
01:16:01,01:16:06," So sampling variations, once again we are talking about samples that we are collecting."
01:16:07,01:16:10, being very they keep changing.
01:16:12,01:16:21, And because we are using the sample data which keeps changing the underlying data may or may not give you the appropriate statistics.
01:16:23,01:16:26," Right, so we may get different different results."
01:16:28,01:16:36," If i'm using unbiased techniques, I may get any of these samples, that means the sample selection is a random."
01:16:38,01:16:41, Random service technically random selection happens.
01:16:43,01:16:56," So, if your sample and the leg sample is getting randomly selected the calculations, will also be and these results that you're seeing are going to be random So if I consider this as my data and."
01:16:57,01:16:59, This become my random variable.
01:17:00,01:17:04, Because the values are random each so it's it's also running.
01:17:08,01:17:09," Okay, one question to you or."
01:17:11,01:17:15, Whatever that we get a calibrations that we're talking about with respect to statistics.
01:17:18,01:17:19," What results, we will get."
01:17:21,01:17:26, If I say mean if I say median median median may not be a parameter.
01:17:27,01:17:28, Since that non parametric case.
01:17:30,01:17:33, So any statistic value that we talked about reasons or.
01:17:34,01:17:37, excuses or courses or right.
01:17:38,01:17:40, This mean.
01:17:44,01:17:45, yeah.
01:17:46,01:17:49," I love the data, what is the data type that we are going to."
01:17:51,01:17:53, put all the statistics that we talked about.
01:18:02,01:18:03, What is going to be the data.
01:18:07,01:18:08, descriptor of continuous.
01:18:12,01:18:13, discrete.
01:18:14,01:18:14, Are you sure.
01:18:19,01:18:31, 123456 what is the average you know.
01:18:35,01:18:45," So when you're taking me in on when you're doing some calculations on some data, there is always chance at the answer will be like in a proper decimal format, so it may be continuous mostly."
01:18:46,01:18:47, It has to be continued.
01:18:47,01:18:48," Yes, yes, so."
01:18:50,01:18:52, Any statistic that you want to get.
01:18:52,01:18:55," It right, it will always be continuing, that is."
01:18:56,01:18:59," Again, another standard concept that you have to remember."
01:19:02,01:19:03, Okay.
01:19:05,01:19:09," it's a bigger type of your statistic is always continues, no."
01:19:11,01:19:12, Not district.
01:19:13,01:19:16," In this example, it is shown with discrete examples."
01:19:18,01:19:18, Okay.
01:19:21,01:19:21,yeah.
01:19:26,01:19:26, know.
01:19:29,01:19:31, If this is continuous data.
01:19:34,01:19:37, The statistic that we are talking about is up continuously.
01:19:40,01:19:40, Okay.
01:19:41,01:19:43, And we are trying to find out.
01:19:44,01:19:45, One value.
01:19:46,01:19:47, Of this data.
01:19:51,01:19:52, hey.
01:19:53,01:19:57, we're interested in getting one value out of this entire continuous data.
01:20:00,01:20:03, Property i'm in the chance of getting.
01:20:04,01:20:05, That one value.
01:20:06,01:20:07, What does a chance.
01:20:12,01:20:12, zero.
01:20:13,01:20:14, Exactly.
01:20:17,01:20:21, good chance of getting exactly that one value will be zero.
01:20:22,01:20:23, Okay.
01:20:27,01:20:34," So, using all these concepts statisticians have thoroughly understood the pattern behavior of this data."
01:20:36,01:20:37, And what they have observed is.
01:20:39,01:20:43, That distribution of the sample status to talk about mania.
01:20:44,01:20:47, The distribution is all with normal.
01:20:49,01:20:54, Okay respective whether it is coming from data which is normal or not.
01:20:55,01:20:59," The results are always going to be normal, or approximately normal."
01:21:01,01:21:01, Right.
01:21:10,01:21:14," Now, if it is normal that means your status stick."
01:21:17,01:21:23," which we have to calculate is coming from some data, and we are seeing this data is normally distributed."
01:21:24,01:21:26," Okay, but there's continuous than it estimates."
01:21:27,01:21:29, That means it has certain properties.
01:21:30,01:21:32, As a variable is distributed normally with.
01:21:34,01:21:35, New and Sigma.
01:21:39,01:21:39, yeah.
01:21:44,01:21:49," So, considering these concepts, we are basically trying to make some studies here."
01:21:53,01:21:58," If I basically talk about first moment business decision, what is it talking about."
01:22:01,01:22:05," I mean it's nothing but me, but what does mean."
01:22:05,01:22:06, Speak above.
01:22:08,01:22:09, Average.
01:22:11,01:22:13, median or average and what does it.
01:22:14,01:22:16, Distribution distribution.
01:22:18,01:22:18, mean.
01:22:20,01:22:22, Okay variance is about distribution.
01:22:22,01:22:28," Yes, yeah I mean is the represent a to value or the characters."
01:22:29,01:22:31, Central tendency exactly.
01:22:32,01:22:34, So it is a representation or.
01:22:34,01:22:35,characteristics.
01:22:37,01:22:48," Right and this data mean is representing about you, which gives some meaningful influence about your entire dataset."
01:22:49,01:22:52, Thank okay so that's that's actually what meaning is all about.
01:22:54,01:22:58," Now, when we are trying to calculate population parameter."
01:23:01,01:23:07," we're trying to calculate population parameter, and these population parameters right is like your."
01:23:10,01:23:12, Fixed reserved for them and fixed pattern.
01:23:15,01:23:21," expected value, but when we are trying to calculate this we are getting status take."
01:23:23,01:23:31," And we get multiple statistics, but each of the statistic was done or calculated in order to get parameter."
01:23:32,01:23:33, Right.
01:23:35,01:23:37, So when we speak about.
01:23:39,01:23:46," Identifying the statistics, then we are saying that the value is coming from normally distributed data."
01:23:48,01:23:50, And normally distributed data is.
01:23:52,01:23:54, Having these two properties.
01:23:55,01:23:56, characteristics.
01:23:57,01:24:10," So mean is the representation so for all the possible statistics that we are talking about becomes your random variable now, and this random variable is trying to represent parameter."
01:24:12,01:24:15," Thank you, a sample data is trying to represent."
01:24:18,01:24:20," parameter, so we are looking at."
01:24:22,01:24:23, we're looking at.
01:24:25,01:24:28, Average of average years.
01:24:31,01:24:33, If you do this average of average yes.
01:24:34,01:24:42, This is X bar one this expert to this is expert three so on so forth right if we do average of average us.
01:24:43,01:24:45, This is your expired.
01:24:46,01:24:46, Right.
01:24:48,01:24:55," Then we will get population average if I do average of whatever it is, I get new."
01:24:56,01:25:01," Because that's what this entire data is represented, we are interested in getting that only right."
01:25:03,01:25:07," So expired one X bar to so and so forth, if I tried to do that."
01:25:09,01:25:11, Again opposition.
01:25:12,01:25:18," This is the specific property that we have to remember, and this is what central limit theorem is speaking."
01:25:22,01:25:24, mean off means.
01:25:25,01:25:31, This is X bar mean off these expires is basically giving us population mean view.
01:25:32,01:25:34, At the same time standard deviation.
01:25:36,01:25:42, is basically nothing but Sigma by square root of its various basically Sigma squared y en.
01:25:45,01:25:48, Therefore calculations views that ugly variance.
01:25:49,01:25:54," Others, otherwise we cannot deal with the red different summation it becomes a zero."
01:26:00,01:26:01, Right so standard deviation.
01:26:02,01:26:09, X equals two Sigma squared Rudolph and which is the variation in these samples with respect to the Center.
01:26:11,01:26:15, So if I consider this a sample data and then variable.
01:26:17,01:26:30," Then first moment, which is the mean is going to be the mean of these results second moment is the variation among these samples, that is, can split that is calculated by square root of."
01:26:34,01:26:36," Right, so this is basically be."
01:26:38,01:26:41, Calculations for your random variable.
01:26:42,01:26:45, That random variable is nothing but the statistic.
01:26:47,01:26:50," Okay, the big days status it."
01:26:51,01:26:54, Is it making sense for you want.
01:26:58,01:27:00," Any questions, yes."
01:27:05,01:27:06, yeah any questions anyone.
01:27:12,01:27:15, i'm assuming everybody's aware it's understood.
01:27:17,01:27:20, So central limit theorem okay this theater.
01:27:24,01:27:36," is basically coming to a conclusion, saying that the distribution of the sample statistic right the distribution of sample statistics will be not."
01:27:42,01:27:47, Irrespective of whether the data that we are getting the population data that we're getting is normal or not.
01:27:49,01:27:50, Okay.
01:27:52,01:28:01, So that's basically your central limit theorem and the calculations for the random data that we're talking about is this first moment and second moment.
01:28:01,01:28:10," The second moment is also Congress standard error of me, because we are trying to calculate menier so we sent a standard deviation of me."
01:28:15,01:28:17, is nothing but the difference.
01:28:20,01:28:21," Here, that we are speaking about is the."
01:28:23,01:28:23, difference.
01:28:25,01:28:29," Okay, on an average, what is the edit that descended."
01:28:35,01:28:45, yeah now standard error is nothing but standard deviation on Defense is just that in standard deviation they are looking at individual data.
01:28:49,01:28:53," Basically, looking at X one X two X three so on so forth."
01:28:56,01:29:00, Whereas standard error is the average.
01:29:01,01:29:03, That we have calculated.
01:29:04,01:29:14, This is the red sample me so standard error is talking about variation in these means sample means with respect to.
01:29:20,01:29:25," very, very important central limit theorem studied try to digest it by how to remember it."
01:29:26,01:29:27, Great it's just like to table.
01:29:29,01:29:29, Okay.
01:29:33,01:29:35, Okay now.
01:29:38,01:29:45, Using this concept will try to implement a logic try to implement concept on not doing inferential statistics.
01:29:46,01:29:47, No.
01:29:48,01:29:49, yeah before that.
01:29:52,01:29:56, What does the probability of today's temperature being 20 degrees.
01:29:59,01:30:01," it's coordinates, at least in hyderabad it is cold."
01:30:03,01:30:09," So if I say to this temperature is 20 degrees, because it is continuous the probabilities equal to zero right."
01:30:11,01:30:19, right because it's a continuous skin temperature is a continuous to finding exactly one value.
01:30:21,01:30:23, Which is 20 degrees is zero.
01:30:26,01:30:26, Right.
01:30:28,01:30:37," So how about taking a range, which is minus 5200."
01:30:39,01:30:45, So what what we are basically saying is if this is your continuous access temperature could be.
01:30:46,01:30:47, 20 degrees.
01:30:49,01:30:51, The same temperature could be 20 degrees.
01:30:54,01:30:54, yeah.
01:30:58,01:31:00, If it is 20 degrees.
01:31:01,01:31:04, Then getting exactly that value is zero.
01:31:05,01:31:05, But.
01:31:06,01:31:12, I can say that the temperature could be minus 50 degrees 200 degrees.
01:31:14,01:31:14, Right.
01:31:18,01:31:23, Can can be temperature tomorrow be between minus 50 degrees 200 degrees.
01:31:32,01:31:33, yeah.
01:31:33,01:31:40," Mobility still be zero, and I said, because it is a continuous can we cannot actually 10 that."
01:31:41,01:31:45," No, no, no that's what we calculated la area under the curve, it is not."
01:31:46,01:31:49," Okay okay Okay, so you had a another call concept comes up."
01:31:50,01:31:53, Exactly by by because i'm saying minus 5200 degrees.
01:31:53,01:31:54, Right okay.
01:31:55,01:32:10," So whenever there's a particular interval only then we can actually use this formula it's like because previously, you have just given up what are they going to value right like if it is about six at that we can qualify them for the exam so."
01:32:12,01:32:12, When you say.
01:32:12,01:32:18," about six add we were basically talking about the range, which is extended to succeed."
01:32:18,01:32:19, Okay okay.
01:32:20,01:32:23," Oh, there is a range here so area comes into picture."
01:32:23,01:32:29, Okay what's the least value will be take OK OK.
01:32:29,01:32:33," So it's like wherever only if there's a range specified, only then we can use this particular."
01:32:34,01:32:35," Otherwise, you can discover this."
01:32:35,01:32:38, Know whenever there is a continuous data.
01:32:39,01:32:39, Okay okay.
01:32:40,01:32:47, Then we look into this range calibration if it is discrete I know that there are probably fixed value.
01:32:48,01:32:57," Yes, yes, so it's like if they give like on your particular value like you know what is the probability of temperature being 20 degrees then it's like obviously zero but."
01:32:57,01:33:04," Like when they give a range anywhere if there's a continuous data and there's a range, we can estimate it using confidence interval."
01:33:04,01:33:07, hey yes area under the gun.
01:33:08,01:33:09," Yes, yes."
01:33:11,01:33:11, But.
01:33:12,01:33:19, Should I say minus 50 degrees 200 degrees tomorrow's temperature can be anywhere between minus 50 degrees 200 things.
01:33:21,01:33:21, Can I say that.
